id,sender_id,receiver_id,amount,start_time
0,7070,10013,9365,553
1,6849,10013,10555,788
2,10746,10013,9312,3007
3,8123,10013,8646,3833
4,1410,10013,9296,7678
5,12363,10013,9897,7760
6,10620,10013,10813,8325
7,9100,10013,11099,10851
8,4373,10013,10265,11317
9,2324,10013,8347,12357
10,10353,10013,10043,13270
11,6235,10013,9148,13850
12,4969,10013,9935,16061
13,391,10013,10968,16540
14,7506,10013,8888,17411
15,1539,10013,9661,17488
16,7087,10013,10603,17776
17,981,10013,10832,18871
18,4677,10013,9106,19309
19,11723,10013,9456,20977
20,3092,10013,10127,21681
21,1893,10013,11925,21748
22,8196,10013,9622,24463
23,6856,10013,11914,28516
24,5045,10013,11319,28744
25,10264,10013,9089,30612
26,2258,10013,8352,31926
27,7291,10013,9623,34658
28,6031,10013,11982,34750
29,5711,10013,7575,35023
30,4366,10013,9650,36426
31,2237,10013,12293,36483
32,7031,10013,10421,36600
33,5030,10013,7790,37464
34,8574,10013,9278,38488
35,4694,10013,10338,38808
36,10127,10013,10621,39750
37,757,10013,10921,39783
38,11185,10013,9673,43823
39,11185,10013,8771,44644
40,301,10013,10217,47713
41,5017,10013,10069,48284
42,3537,10013,9103,49475
43,7176,10013,11351,50055
44,6843,10013,11527,50732
45,6464,10013,9182,52807
46,6514,10013,11889,52901
47,4794,10013,10617,53553
48,345,10013,10916,54426
49,5732,10013,9156,57473
50,8646,10013,7400,57663
51,6479,10013,8828,57929
52,12998,10013,10176,58131
53,712,10013,8800,58250
54,5344,10013,11529,59510
55,4373,10013,8118,62558
56,7513,10013,10336,63003
57,9660,10013,9601,64320
58,5871,10013,10658,66613
59,3516,10013,8948,68272
60,4472,10013,9225,69513
61,12626,10013,9014,70104
62,5933,10013,9968,71921
63,2763,10013,8676,72650
64,1755,10013,10702,74615
65,5058,10013,8384,74898
66,3896,10013,12452,75986
67,3709,10013,9870,76812
68,1035,10013,10507,80066
69,1762,10013,9820,80466
70,8226,10013,9176,82792
71,3273,10013,9615,85393
72,5427,10013,9402,85946
73,277,10013,10506,86147
74,913,10013,9008,90040
75,9926,10013,9258,90492
76,12392,10013,9405,90840
77,1457,10013,9661,92042
78,7708,10013,7970,92720
79,10711,10013,8573,92754
80,7056,10013,9994,93763
81,340,10013,9903,94354
82,6316,10013,9971,94591
83,3610,10013,10440,94958
84,327,10013,8898,95034
85,2473,10013,9176,95351
86,8167,10013,8925,97128
87,6138,10013,9792,98198
88,9263,10013,10211,99016
89,10275,10013,10579,99914
90,7276,10013,9961,102436
91,8079,10013,10509,102518
92,5661,10013,9535,103050
93,3893,10013,11879,105277
94,3131,10013,9609,107014
95,11761,10013,9221,108051
96,7688,10013,10600,111427
97,7363,10013,9566,114414
98,11284,10013,10589,115304
99,2077,10013,10660,117873
100,12910,10013,9168,119303
101,10334,10013,9136,121212
102,12290,10013,9173,122132
103,6701,10013,9198,123144
104,6790,10013,7091,124755
105,11651,10013,9733,125307
106,5486,10013,9594,125629
107,9303,10013,9347,126317
108,1865,10013,10064,126693
109,8167,10013,9684,127000
110,638,10013,11690,128160
111,2653,10013,9672,129663
112,4783,10013,9507,130268
113,1956,10013,9584,132700
114,786,10013,9705,133841
115,598,10013,10154,134856
116,899,10013,10234,135041
117,9103,10013,10333,135358
118,11118,10013,10518,135437
119,7325,10013,10633,135703
120,10230,10013,10166,136358
121,11355,10013,12496,136816
122,7798,10013,11976,137182
123,444,10013,7897,137531
124,10393,10013,8631,137792
125,11317,10013,9894,138293
126,1598,10013,10604,140059
127,6011,10013,11508,140958
128,6566,10013,9368,143500
129,787,10013,10852,143762
130,9029,10013,12156,144222
131,9288,10013,9676,144411
132,11680,10013,10898,145265
133,3998,10013,10402,145789
134,8420,10013,9434,146106
135,8430,10013,9632,148711
136,12221,10013,10373,148827
137,3371,10013,9517,149279
138,8658,10013,9065,149382
139,1128,10013,9466,149654
140,7133,10013,7926,150005
141,3331,10013,12488,150072
142,6,10013,7256,150768
143,1713,10013,10144,150948
144,8744,10013,10771,152166
145,9550,10013,11008,152931
146,7392,10013,10615,153811
147,1100,10013,10327,154907
148,10568,10013,10015,156657
149,5319,10013,11546,159393
150,6789,10013,9051,160171
151,8463,10013,10933,161278
