id,sender_id,receiver_id,amount,start_time
0,7070,5839,9365,553
1,6849,5839,10555,788
2,10746,5839,9312,3007
3,8123,5839,8646,3833
4,1410,5839,9296,7678
5,12363,5839,9897,7760
6,10620,5839,10813,8325
7,9100,5839,11099,10851
8,4373,5839,10265,11317
9,2324,5839,8347,12357
10,10353,5839,10043,13270
11,6235,5839,9148,13850
12,4969,5839,9935,16061
13,391,5839,10968,16540
14,7506,5839,8888,17411
15,1539,5839,9661,17488
16,7087,5839,10603,17776
17,981,5839,10832,18871
18,4677,5839,9106,19309
19,11723,5839,9456,20977
20,3092,5839,10127,21681
21,1893,5839,11925,21748
22,8196,5839,9622,24463
23,6856,5839,11914,28516
24,5045,5839,11319,28744
25,10264,5839,9089,30612
26,2258,5839,8352,31926
27,7291,5839,9623,34658
28,6031,5839,11982,34750
29,5711,5839,7575,35023
30,4366,5839,9650,36426
31,2237,5839,12293,36483
32,7031,5839,10421,36600
33,5030,5839,7790,37464
34,8574,5839,9278,38488
35,4694,5839,10338,38808
36,10127,5839,10621,39750
37,757,5839,10921,39783
38,11185,5839,9673,43823
39,11185,5839,8771,44644
40,301,5839,10217,47713
41,5017,5839,10069,48284
42,3537,5839,9103,49475
43,7176,5839,11351,50055
44,6843,5839,11527,50732
45,6464,5839,9182,52807
46,6514,5839,11889,52901
47,4794,5839,10617,53553
48,345,5839,10916,54426
49,5732,5839,9156,57473
50,8646,5839,7400,57663
51,6479,5839,8828,57929
52,12998,5839,10176,58131
53,712,5839,8800,58250
54,5344,5839,11529,59510
55,4373,5839,8118,62558
56,7513,5839,10336,63003
57,9660,5839,9601,64320
58,5871,5839,10658,66613
59,3516,5839,8948,68272
60,4472,5839,9225,69513
61,12626,5839,9014,70104
62,5933,5839,9968,71921
63,2763,5839,8676,72650
64,1755,5839,10702,74615
65,5058,5839,8384,74898
66,3896,5839,12452,75986
67,3709,5839,9870,76812
68,1035,5839,10507,80066
69,1762,5839,9820,80466
70,8226,5839,9176,82792
71,3273,5839,9615,85393
72,5427,5839,9402,85946
73,277,5839,10506,86147
74,913,5839,9008,90040
75,9926,5839,9258,90492
76,12392,5839,9405,90840
77,1457,5839,9661,92042
78,7708,5839,7970,92720
79,10711,5839,8573,92754
80,7056,5839,9994,93763
81,340,5839,9903,94354
82,6316,5839,9971,94591
83,3610,5839,10440,94958
84,327,5839,8898,95034
85,2473,5839,9176,95351
86,8167,5839,8925,97128
87,6138,5839,9792,98198
88,9263,5839,10211,99016
89,10275,5839,10579,99914
90,7276,5839,9961,102436
91,8079,5839,10509,102518
92,5661,5839,9535,103050
93,3893,5839,11879,105277
94,3131,5839,9609,107014
95,11761,5839,9221,108051
96,7688,5839,10600,111427
97,7363,5839,9566,114414
98,11284,5839,10589,115304
99,2077,5839,10660,117873
100,12910,5839,9168,119303
101,10334,5839,9136,121212
102,12290,5839,9173,122132
103,6701,5839,9198,123144
104,6790,5839,7091,124755
105,11651,5839,9733,125307
106,5486,5839,9594,125629
107,9303,5839,9347,126317
108,1865,5839,10064,126693
109,8167,5839,9684,127000
110,638,5839,11690,128160
111,2653,5839,9672,129663
112,4783,5839,9507,130268
113,1956,5839,9584,132700
114,786,5839,9705,133841
115,598,5839,10154,134856
116,899,5839,10234,135041
117,9103,5839,10333,135358
118,11118,5839,10518,135437
119,7325,5839,10633,135703
120,10230,5839,10166,136358
121,11355,5839,12496,136816
122,7798,5839,11976,137182
123,444,5839,7897,137531
124,10393,5839,8631,137792
125,11317,5839,9894,138293
126,1598,5839,10604,140059
127,6011,5839,11508,140958
128,6566,5839,9368,143500
129,787,5839,10852,143762
130,9029,5839,12156,144222
131,9288,5839,9676,144411
132,11680,5839,10898,145265
133,3998,5839,10402,145789
134,8420,5839,9434,146106
135,8430,5839,9632,148711
136,12221,5839,10373,148827
137,3371,5839,9517,149279
138,8658,5839,9065,149382
139,1128,5839,9466,149654
140,7133,5839,7926,150005
141,3331,5839,12488,150072
142,6,5839,7256,150768
143,1713,5839,10144,150948
144,8744,5839,10771,152166
145,9550,5839,11008,152931
146,7392,5839,10615,153811
147,1100,5839,10327,154907
148,10568,5839,10015,156657
149,5319,5839,11546,159393
150,6789,5839,9051,160171
151,8463,5839,10933,161278
152,2434,5839,8853,161291
153,8550,5839,10751,164017
154,7496,5839,9574,164417
155,6611,5839,11528,166049
156,2360,5839,9770,167106
157,4449,5839,8563,167344
158,5279,5839,9471,168061
159,5266,5839,10117,168269
160,10491,5839,9372,168428
161,12469,5839,10169,168552
162,1606,5839,9383,171795
163,8808,5839,10664,172618
164,1739,5839,10229,172788
165,11298,5839,10128,173485
166,5866,5839,8822,174165
167,319,5839,11328,175322
168,2749,5839,11462,177560
169,5432,5839,11488,178198
170,12950,5839,9822,179384
171,11873,5839,9944,179700
172,914,5839,10303,179924
173,4919,5839,10642,180203
174,1764,5839,9585,181618
175,5268,5839,9778,182201
176,6757,5839,10340,183276
177,11013,5839,10046,183421
178,3946,5839,11085,183596
179,11526,5839,9875,186933
180,1659,5839,11912,187156
181,12874,5839,10049,188501
182,3023,5839,8947,188879
183,136,5839,7787,191180
184,1302,5839,9712,193118
185,8953,5839,9597,193126
186,863,5839,8843,193179
187,445,5839,10556,194616
188,7204,5839,11397,194789
189,10271,5839,8469,195909
190,12505,5839,8263,195917
191,7170,5839,10169,195971
192,1784,5839,11170,196125
193,1175,5839,8211,196707
194,3241,5839,10343,196834
195,9422,5839,9393,199449
196,10028,5839,9540,200419
197,887,5839,11828,201217
198,4082,5839,9262,203676
199,2627,5839,10517,204718
200,4643,5839,9429,207618
201,10583,5839,10568,208321
202,7901,5839,10235,208936
203,2159,5839,7871,210333
204,7359,5839,9683,212617
205,2357,5839,8058,212663
206,7575,5839,8591,214803
207,5502,5839,8911,216576
208,4012,5839,9450,217881
209,1511,5839,9236,220059
210,12444,5839,9158,220703
211,11418,5839,9151,222869
212,6611,5839,9848,224339
213,5940,5839,10988,226175
214,12534,5839,9597,226702
215,3587,5839,10569,227017
216,5283,5839,9382,228132
217,1351,5839,10666,228228
218,6113,5839,11726,232128
219,11712,5839,11176,232802
220,5689,5839,9840,233062
221,7942,5839,10273,233370
222,8292,5839,9528,236498
223,5324,5839,9411,237113
224,822,5839,10334,237584
225,4125,5839,7108,237855
226,2348,5839,9357,239849
227,11037,5839,10239,240180
228,5279,5839,11150,242276
229,7867,5839,10257,243090
230,9230,5839,9415,244017
231,10393,5839,10308,244300
232,3519,5839,9543,245071
233,11569,5839,11921,245166
234,7138,5839,8008,246917
235,6567,5839,11077,248117
236,6515,5839,8446,249055
237,2165,5839,9452,249191
238,9608,5839,10195,250069
239,203,5839,10228,251279
240,4572,5839,10521,251549
241,10852,5839,11217,253438
242,6665,5839,10443,254037
243,1646,5839,8389,254377
244,2717,5839,9575,255228
245,11513,5839,10046,256546
246,6339,5839,10723,257040
247,10626,5839,11123,260613
248,1996,5839,11277,261332
249,11753,5839,9176,264985
250,9257,5839,9070,270271
251,9677,5839,9363,271573
252,12794,5839,8638,272231
253,82,5839,10651,272887
254,6385,5839,10431,274197
255,12705,5839,11234,275018
256,9210,5839,10216,275729
257,8561,5839,9366,276144
258,6338,5839,10028,276354
259,380,5839,8496,276443
260,2377,5839,11843,279452
261,10123,5839,11707,281001
262,9910,5839,9259,283584
263,477,5839,10634,283943
264,2235,5839,10663,284615
265,12498,5839,10918,285436
266,6225,5839,10709,286265
267,3150,5839,9644,288157
268,8947,5839,10487,289238
269,6728,5839,8654,289628
270,9216,5839,9372,290591
271,8865,5839,12086,291593
272,758,5839,10133,292310
273,7785,5839,9919,296356
274,8447,5839,8946,297606
275,5831,5839,9864,299911
276,8741,5839,10373,301796
277,6200,5839,9908,304755
278,3538,5839,10645,305782
279,10089,5839,10890,305929
280,10089,5839,10222,307145
281,2507,5839,11955,308133
282,5422,5839,11377,308236
283,142,5839,10695,309114
284,8555,5839,9452,309859
285,12029,5839,10266,311189
286,6968,5839,12421,312649
287,3422,5839,11158,312756
288,12476,5839,10219,312883
289,7630,5839,11018,314852
290,6057,5839,10570,316173
291,5728,5839,9362,317075
292,959,5839,13075,318489
293,3919,5839,9416,318796
294,9558,5839,9546,320279
295,250,5839,9761,321915
296,12965,5839,9608,322378
297,394,5839,8744,322534
298,9396,5839,8822,322744
299,8035,5839,10436,327481
300,780,5839,8993,327988
301,4142,5839,9540,328001
302,7223,5839,10540,329752
303,1631,5839,11339,331718
304,8508,5839,9951,331718
305,12252,5839,9722,332784
306,3456,5839,9932,333082
307,1326,5839,10921,333658
308,2626,5839,9971,335027
309,1768,5839,11071,335535
310,4738,5839,8220,337210
311,9510,5839,8643,337387
312,9623,5839,10303,338295
313,8893,5839,9529,339287
314,6487,5839,9017,343957
315,369,5839,9639,344232
316,7132,5839,10689,344346
317,7240,5839,9761,345044
318,9241,5839,9860,345443
319,2414,5839,9505,346210
320,9987,5839,11788,349775
321,373,5839,9917,351970
322,5451,5839,9685,352706
323,806,5839,11564,353212
324,8489,5839,11909,353416
325,1081,5839,9185,354792
326,8693,5839,9692,355045
327,4647,5839,11667,355801
328,3802,5839,9233,356487
329,12587,5839,8942,356493
330,3391,5839,10261,358136
331,12520,5839,9712,358272
332,5847,5839,10669,358503
333,1879,5839,11216,359834
334,5122,5839,9572,360553
335,671,5839,10120,360562
336,3458,5839,10060,363531
337,5523,5839,10357,364246
338,661,5839,8919,365508
339,6610,5839,9830,366136
340,12840,5839,11266,366210
341,10485,5839,11773,369152
342,2112,5839,11254,372243
343,8360,5839,10267,373047
344,11294,5839,9701,373371
345,9217,5839,10710,373477
346,10757,5839,10007,375158
347,9364,5839,10034,375612
348,10181,5839,9888,375976
349,11960,5839,10245,376071
350,2465,5839,11708,379591
351,10410,5839,9917,380135
352,6604,5839,10214,382849
353,8484,5839,9783,383130
354,10429,5839,10141,383523
