id,sender_id,receiver_id,amount,start_time
0,7070,291,9365,553
1,6849,291,10555,788
2,10746,291,9312,3007
3,8123,291,8646,3833
4,1410,291,9296,7678
5,12363,291,9897,7760
6,10620,291,10813,8325
7,9100,291,11099,10851
8,4373,291,10265,11317
9,2324,291,8347,12357
10,10353,291,10043,13270
11,6235,291,9148,13850
12,4969,291,9935,16061
13,391,291,10968,16540
14,7506,291,8888,17411
15,1539,291,9661,17488
16,7087,291,10603,17776
17,981,291,10832,18871
18,4677,291,9106,19309
19,11723,291,9456,20977
20,3092,291,10127,21681
21,1893,291,11925,21748
22,8196,291,9622,24463
23,6856,291,11914,28516
24,5045,291,11319,28744
25,10264,291,9089,30612
26,2258,291,8352,31926
27,7291,291,9623,34658
28,6031,291,11982,34750
29,5711,291,7575,35023
30,4366,291,9650,36426
31,2237,291,12293,36483
32,7031,291,10421,36600
33,5030,291,7790,37464
34,8574,291,9278,38488
35,4694,291,10338,38808
36,10127,291,10621,39750
37,757,291,10921,39783
38,11185,291,9673,43823
39,11185,291,8771,44644
40,301,291,10217,47713
41,5017,291,10069,48284
42,3537,291,9103,49475
43,7176,291,11351,50055
44,6843,291,11527,50732
45,6464,291,9182,52807
46,6514,291,11889,52901
47,4794,291,10617,53553
48,345,291,10916,54426
49,5732,291,9156,57473
50,8646,291,7400,57663
51,6479,291,8828,57929
52,12998,291,10176,58131
53,712,291,8800,58250
54,5344,291,11529,59510
55,4373,291,8118,62558
56,7513,291,10336,63003
57,9660,291,9601,64320
58,5871,291,10658,66613
59,3516,291,8948,68272
60,4472,291,9225,69513
61,12626,291,9014,70104
62,5933,291,9968,71921
63,2763,291,8676,72650
64,1755,291,10702,74615
65,5058,291,8384,74898
66,3896,291,12452,75986
67,3709,291,9870,76812
68,1035,291,10507,80066
69,1762,291,9820,80466
70,8226,291,9176,82792
71,3273,291,9615,85393
72,5427,291,9402,85946
73,277,291,10506,86147
74,913,291,9008,90040
75,9926,291,9258,90492
76,12392,291,9405,90840
77,1457,291,9661,92042
78,7708,291,7970,92720
79,10711,291,8573,92754
80,7056,291,9994,93763
81,340,291,9903,94354
82,6316,291,9971,94591
83,3610,291,10440,94958
84,327,291,8898,95034
85,2473,291,9176,95351
86,8167,291,8925,97128
87,6138,291,9792,98198
88,9263,291,10211,99016
89,10275,291,10579,99914
90,7276,291,9961,102436
91,8079,291,10509,102518
92,5661,291,9535,103050
93,3893,291,11879,105277
